"Country or Area","Year(s)","Variant","Value"
"Martinique","1955","Medium variant","245.807"
"Martinique","1950","Medium variant","222.001"
"Mauritania","2100","Constant-fertility scenario","36086.078"
"Mauritania","2100","High variant","15343.179"
"Mauritania","2100","Low variant","6818.821"
"Mauritania","2100","Medium variant","10434.362"
"Mauritania","2095","Constant-fertility scenario","31474.841"
"Mauritania","2095","High variant","14613.499"
"Mauritania","2095","Low variant","6946.607"
"Mauritania","2095","Medium variant","10252.303"
"Mauritania","2090","Constant-fertility scenario","27456.634"
"Mauritania","2090","High variant","13875.017"
"Mauritania","2090","Low variant","7041.908"
"Mauritania","2090","Medium variant","10033.96"
"Mauritania","2085","Constant-fertility scenario","23956.743"
"Mauritania","2085","High variant","13127.019"
"Mauritania","2085","Low variant","7099.824"
"Mauritania","2085","Medium variant","9778.028"
"Mauritania","2080","Constant-fertility scenario","20910.293"
"Mauritania","2080","High variant","12371.131"
"Mauritania","2080","Low variant","7115.042"
"Mauritania","2080","Medium variant","9483.997"
"Mauritania","2075","Constant-fertility scenario","18261.417"
"Mauritania","2075","High variant","11612.085"
"Mauritania","2075","Low variant","7083.825"
"Mauritania","2075","Medium variant","9153.061"
"Mauritania","2070","Constant-fertility scenario","15960.345"
"Mauritania","2070","High variant","10857.618"
"Mauritania","2070","Low variant","7004.633"
"Mauritania","2070","Medium variant","8788.545"
"Mauritania","2065","Constant-fertility scenario","13962.484"
"Mauritania","2065","High variant","10114.091"
"Mauritania","2065","Low variant","6877.792"
"Mauritania","2065","Medium variant","8394.429"
"Mauritania","2060","Constant-fertility scenario","12227.486"
"Mauritania","2060","High variant","9384.68"
"Mauritania","2060","Low variant","6706.887"
"Mauritania","2060","Medium variant","7975.749"
"Mauritania","2055","Constant-fertility scenario","10720.661"
"Mauritania","2055","High variant","8670.246"
"Mauritania","2055","Low variant","6497.539"
"Mauritania","2055","Medium variant","7537.988"
"Mauritania","2050","Constant-fertility scenario","9411.745"
"Mauritania","2050","High variant","7971.949"
"Mauritania","2050","Low variant","6252.313"
"Mauritania","2050","Medium variant","7084.7"
"Mauritania","2045","Constant-fertility scenario","8275.185"
"Mauritania","2045","High variant","7295.816"
"Mauritania","2045","Low variant","5971.958"
"Mauritania","2045","Medium variant","6619.845"
"Mauritania","2040","Constant-fertility scenario","7286.259"
"Mauritania","2040","High variant","6648.589"
"Mauritania","2040","Low variant","5655.277"
"Mauritania","2040","Medium variant","6146.278"
"Mauritania","2035","Constant-fertility scenario","6424.556"
"Mauritania","2035","High variant","6035.414"
"Mauritania","2035","Low variant","5307.965"
"Mauritania","2035","Medium variant","5670.104"
"Mauritania","2030","Constant-fertility scenario","5671.249"
"Mauritania","2030","High variant","5456.514"
"Mauritania","2030","Low variant","4943.255"
"Mauritania","2030","Medium variant","5199.643"
"Mauritania","2025","Constant-fertility scenario","5010.15"
"Mauritania","2025","High variant","4908.257"
"Mauritania","2025","Low variant","4574.989"
"Mauritania","2025","Medium variant","4741.622"
"Mauritania","2020","Constant-fertility scenario","4426.303"
"Mauritania","2020","High variant","4385.767"
"Mauritania","2020","Low variant","4210.464"
"Mauritania","2020","Medium variant","4298.114"
"Mauritania","2015","Constant-fertility scenario","3910.55"
"Mauritania","2015","High variant","3900.783"
"Mauritania","2015","Low variant","3838.014"
"Mauritania","2015","Medium variant","3869.397"
"Mauritania","2010","Constant-fertility scenario","3459.773"
"Mauritania","2010","High variant","3459.773"
"Mauritania","2010","Low variant","3459.773"
"Mauritania","2010","Medium variant","3459.773"
"Mauritania","2005","Medium variant","3047.249"
"Mauritania","2000","Medium variant","2642.743"
"Mauritania","1995","Medium variant","2292.053"
"Mauritania","1990","Medium variant","1995.548"
"Mauritania","1985","Medium variant","1747.839"
"Mauritania","1980","Medium variant","1517.817"
"Mauritania","1975","Medium variant","1312.132"
"Mauritania","1970","Medium variant","1133.539"
"Mauritania","1965","Medium variant","983.773"
"Mauritania","1960","Medium variant","854.167"
"Mauritania","1955","Medium variant","743.964"
"Mauritania","1950","Medium variant","657.182"
"Mauritius","2100","Constant-fertility scenario","1042.713"
"Mauritius","2100","High variant","1925.738"
"Mauritius","2100","Low variant","635.495"
"Mauritius","2100","Medium variant","1156.751"
"Mauritius","2095","Constant-fertility scenario","1076.869"
"Mauritius","2095","High variant","1870.04"
"Mauritius","2095","Low variant","679.099"
"Mauritius","2095","Medium variant","1169.35"
"Mauritius","2090","Constant-fertility scenario","1112.673"
"Mauritius","2090","High variant","1819.579"
"Mauritius","2090","Low variant","728.251"
"Mauritius","2090","Medium variant","1185.598"
"Mauritius","2085","Constant-fertility scenario","1149.581"
"Mauritius","2085","High variant","1774.59"
"Mauritius","2085","Low variant","781.875"
"Mauritius","2085","Medium variant","1205.13"
"Mauritius","2080","Constant-fertility scenario","1186.633"
"Mauritius","2080","High variant","1734.81"
"Mauritius","2080","Low variant","838.343"
"Mauritius","2080","Medium variant","1226.998"
"Mauritius","2075","Constant-fertility scenario","1223.487"
"Mauritius","2075","High variant","1700.244"
"Mauritius","2075","Low variant","896.528"
"Mauritius","2075","Medium variant","1250.615"
"Mauritius","2070","Constant-fertility scenario","1259.42"
"Mauritius","2070","High variant","1670.055"
"Mauritius","2070","Low variant","955.048"
"Mauritius","2070","Medium variant","1274.906"
"Mauritius","2065","Constant-fertility scenario","1294.051"
"Mauritius","2065","High variant","1643.389"
"Mauritius","2065","Low variant","1013.297"
"Mauritius","2065","Medium variant","1299.309"
"Mauritius","2060","Constant-fertility scenario","1326.664"
"Mauritius","2060","High variant","1619.253"
"Mauritius","2060","Low variant","1070.853"
"Mauritius","2060","Medium variant","1323.385"
"Mauritius","2055","Constant-fertility scenario","1355.815"
"Mauritius","2055","High variant","1596.672"
"Mauritius","2055","Low variant","1126.582"
"Mauritius","2055","Medium variant","1346.28"
"Mauritius","2050","Constant-fertility scenario","1380.223"
"Mauritius","2050","High variant","1575.145"
"Mauritius","2050","Low variant","1178.753"
"Mauritius","2050","Medium variant","1366.915"
"Mauritius","2045","Constant-fertility scenario","1398.997"
"Mauritius","2045","High variant","1553.898"
"Mauritius","2045","Low variant","1225.129"
"Mauritius","2045","Medium variant","1383.715"
"Mauritius","2040","Constant-fertility scenario","1411.561"
"Mauritius","2040","High variant","1531.637"
"Mauritius","2040","Low variant","1263.675"
"Mauritius","2040","Medium variant","1394.919"
"Mauritius","2035","Constant-fertility scenario","1416.714"
"Mauritius","2035","High variant","1506.608"
"Mauritius","2035","Low variant","1292.932"
"Mauritius","2035","Medium variant","1398.874"
"Mauritius","2030","Constant-fertility scenario","1412.257"
"Mauritius","2030","High variant","1476.718"
"Mauritius","2030","Low variant","1312.543"
"Mauritius","2030","Medium variant","1394.492"
"Mauritius","2025","Constant-fertility scenario","1396.935"
"Mauritius","2025","High variant","1439.734"
"Mauritius","2025","Low variant","1323.829"
"Mauritius","2025","Medium variant","1381.785"
"Mauritius","2020","Constant-fertility scenario","1371.177"
"Mauritius","2020","High variant","1394.583"
"Mauritius","2020","Low variant","1328.347"
"Mauritius","2020","Medium variant","1361.465"
"Mauritius","2015","Constant-fertility scenario","1337.442"
"Mauritius","2015","High variant","1346.619"
"Mauritius","2015","Low variant","1321.134"
"Mauritius","2015","Medium variant","1333.875"
"Mauritius","2010","Constant-fertility scenario","1299.172"
"Mauritius","2010","High variant","1299.172"
"Mauritius","2010","Low variant","1299.172"
"Mauritius","2010","Medium variant","1299.172"
"Mauritius","2005","Medium variant","1256.742"
"Mauritius","2000","Medium variant","1196.027"
"Mauritius","1995","Medium variant","1137.098"
"Mauritius","1990","Medium variant","1059.548"
"Mauritius","1985","Medium variant","1014.45"
"Mauritius","1980","Medium variant","964.023"
"Mauritius","1975","Medium variant","892.492"
"Mauritius","1970","Medium variant","826.862"
"Mauritius","1965","Medium variant","753.065"
"Mauritius","1960","Medium variant","659.351"
"Mauritius","1955","Medium variant","570.258"
"Mauritius","1950","Medium variant","493.254"
"Mayotte","2100","Constant-fertility scenario","2582.886"
"Mayotte","2100","High variant","1021.058"
"Mayotte","2100","Low variant","448.958"
"Mayotte","2100","Medium variant","688.026"
"Mayotte","2095","Constant-fertility scenario","2257.277"
"Mayotte","2095","High variant","981.834"
"Mayotte","2095","Low variant","463.512"
"Mayotte","2095","Medium variant","683.852"
"Mayotte","2090","Constant-fertility scenario","1972.393"
"Mayotte","2090","High variant","940.732"
"Mayotte","2090","Low variant","475.056"
"Mayotte","2090","Medium variant","676.29"
"Mayotte","2085","Constant-fertility scenario","1723.088"
"Mayotte","2085","High variant","897.481"
"Mayotte","2085","Low variant","482.872"
"Mayotte","2085","Medium variant","664.894"
"Mayotte","2080","Constant-fertility scenario","1504.904"
"Mayotte","2080","High variant","852.123"
"Mayotte","2080","Low variant","486.613"
"Mayotte","2080","Medium variant","649.548"
"Mayotte","2075","Constant-fertility scenario","1314.063"
"Mayotte","2075","High variant","805.182"
"Mayotte","2075","Low variant","486.576"
"Mayotte","2075","Medium variant","630.704"
"Mayotte","2070","Constant-fertility scenario","1147.006"
"Mayotte","2070","High variant","757.076"
"Mayotte","2070","Low variant","482.988"
"Mayotte","2070","Medium variant","608.734"
"Mayotte","2065","Constant-fertility scenario","1000.542"
"Mayotte","2065","High variant","708.016"
"Mayotte","2065","Low variant","475.77"
"Mayotte","2065","Medium variant","583.755"
"Mayotte","2060","Constant-fertility scenario","872.352"
"Mayotte","2060","High variant","658.324"
"Mayotte","2060","Low variant","464.879"
"Mayotte","2060","Medium variant","555.982"
"Mayotte","2055","Constant-fertility scenario","760.611"
"Mayotte","2055","High variant","608.381"
"Mayotte","2055","Low variant","450.366"
"Mayotte","2055","Medium variant","525.7"
"Mayotte","2050","Constant-fertility scenario","663.218"
"Mayotte","2050","High variant","558.355"
"Mayotte","2050","Low variant","432.198"
"Mayotte","2050","Medium variant","493.056"
"Mayotte","2045","Constant-fertility scenario","577.401"
"Mayotte","2045","High variant","508.057"
"Mayotte","2045","Low variant","410.1"
"Mayotte","2045","Medium variant","457.886"
"Mayotte","2040","Constant-fertility scenario","500.869"
"Mayotte","2040","High variant","457.685"
"Mayotte","2040","Low variant","384.153"
"Mayotte","2040","Medium variant","420.389"
"Mayotte","2035","Constant-fertility scenario","432.352"
"Mayotte","2035","High variant","408.069"
"Mayotte","2035","Low variant","355.104"
"Mayotte","2035","Medium variant","381.417"
"Mayotte","2030","Constant-fertility scenario","371.532"
"Mayotte","2030","High variant","360.383"
"Mayotte","2030","Low variant","324.248"
"Mayotte","2030","Medium variant","342.288"
"Mayotte","2025","Constant-fertility scenario","319.39"
"Mayotte","2025","High variant","316.338"
"Mayotte","2025","Low variant","293.657"
"Mayotte","2025","Medium variant","304.999"
"Mayotte","2020","Constant-fertility scenario","275.934"
"Mayotte","2020","High variant","276.493"
"Mayotte","2020","Low variant","264.703"
"Mayotte","2020","Medium variant","270.598"
"Mayotte","2015","Constant-fertility scenario","238.384"
"Mayotte","2015","High variant","239.531"
"Mayotte","2015","Low variant","235.261"
"Mayotte","2015","Medium variant","237.396"
"Mayotte","2010","Constant-fertility scenario","204.114"
"Mayotte","2010","High variant","204.114"
"Mayotte","2010","Low variant","204.114"
"Mayotte","2010","Medium variant","204.114"
"Mayotte","2005","Medium variant","174.681"
"Mayotte","2000","Medium variant","148.753"
"Mayotte","1995","Medium variant","121.949"
"Mayotte","1990","Medium variant","92.413"
"Mayotte","1985","Medium variant","70.912"
"Mayotte","1980","Medium variant","55.016"
"Mayotte","1975","Medium variant","45.268"
"Mayotte","1970","Medium variant","36.755"
"Mayotte","1965","Medium variant","30.455"
"Mayotte","1960","Medium variant","24.055"
"Mayotte","1955","Medium variant","19.032"
"Mayotte","1950","Medium variant","15.141"
"Melanesia","2100","Constant-fertility scenario","66799.856"
"Melanesia","2100","High variant","32541.972"
"Melanesia","2100","Low variant","14036.137"
"Melanesia","2100","Medium variant","21831.787"
"Melanesia","2095","Constant-fertility scenario","59542.644"
"Melanesia","2095","High variant","31285.647"
"Melanesia","2095","Low variant","14476.509"
"Melanesia","2095","Medium variant","21675.612"
"Melanesia","2090","Constant-fertility scenario","53088.547"
"Melanesia","2090","High variant","29994.269"
"Melanesia","2090","Low variant","14860.355"
"Melanesia","2090","Medium variant","21444.489"
"Melanesia","2085","Constant-fertility scenario","47348.484"
"Melanesia","2085","High variant","28668.429"
"Melanesia","2085","Low variant","15172.291"
"Melanesia","2085","Medium variant","21132.437"
"Melanesia","2080","Constant-fertility scenario","42243.573"
"Melanesia","2080","High variant","27310.445"
"Melanesia","2080","Low variant","15397.764"
"Melanesia","2080","Medium variant","20734.779"
"Melanesia","2075","Constant-fertility scenario","37702.93"
"Melanesia","2075","High variant","25923.917"
"Melanesia","2075","Low variant","15523.725"
"Melanesia","2075","Medium variant","20247.981"
"Melanesia","2070","Constant-fertility scenario","33664.92"
"Melanesia","2070","High variant","24514.145"
"Melanesia","2070","Low variant","15542.178"
"Melanesia","2070","Medium variant","19671.873"
"Melanesia","2065","Constant-fertility scenario","30072.69"
"Melanesia","2065","High variant","23088.891"
"Melanesia","2065","Low variant","15450.625"
"Melanesia","2065","Medium variant","19010.666"
"Melanesia","2060","Constant-fertility scenario","26873.836"
"Melanesia","2060","High variant","21655.067"
"Melanesia","2060","Low variant","15251.013"
"Melanesia","2060","Medium variant","18271.263"
"Melanesia","2055","Constant-fertility scenario","24020.433"
"Melanesia","2055","High variant","20215.971"
"Melanesia","2055","Low variant","14945.176"
"Melanesia","2055","Medium variant","17459.376"
"Melanesia","2050","Constant-fertility scenario","21473.377"
"Melanesia","2050","High variant","18780.915"
"Melanesia","2050","Low variant","14538.727"
"Melanesia","2050","Medium variant","16585.307"
"Melanesia","2045","Constant-fertility scenario","19200.736"
"Melanesia","2045","High variant","17363.015"
"Melanesia","2045","Low variant","14035.2"
"Melanesia","2045","Medium variant","15659.029"
"Melanesia","2040","Constant-fertility scenario","17173.119"
"Melanesia","2040","High variant","15978.649"
"Melanesia","2040","Low variant","13436.753"
"Melanesia","2040","Medium variant","14690.332"
"Melanesia","2035","Constant-fertility scenario","15360.658"
"Melanesia","2035","High variant","14637.682"
"Melanesia","2035","Low variant","12750.926"
"Melanesia","2035","Medium variant","13689.074"
"Melanesia","2030","Constant-fertility scenario","13733.502"
"Melanesia","2030","High variant","13342.881"
"Melanesia","2030","Low variant","11998.702"
"Melanesia","2030","Medium variant","12670.027"
"Melanesia","2025","Constant-fertility scenario","12269.682"
"Melanesia","2025","High variant","12094.875"
"Melanesia","2025","Low variant","11214.188"
"Melanesia","2025","Medium variant","11654.538"
"Melanesia","2020","Constant-fertility scenario","10957.722"
"Melanesia","2020","High variant","10893.97"
"Melanesia","2020","Low variant","10426.788"
"Melanesia","2020","Medium variant","10660.384"
"Melanesia","2015","Constant-fertility scenario","9787.259"
"Melanesia","2015","High variant","9775.82"
"Melanesia","2015","Low variant","9607.156"
"Melanesia","2015","Medium variant","9691.491"
"Melanesia","2010","Constant-fertility scenario","8747.558"
"Melanesia","2010","High variant","8747.558"
"Melanesia","2010","Low variant","8747.558"
"Melanesia","2010","Medium variant","8747.558"
"Melanesia","2005","Medium variant","7830.045"
"Melanesia","2000","Medium variant","6996.313"
"Melanesia","1995","Medium variant","6206.691"
"Melanesia","1990","Medium variant","5511.896"
"Melanesia","1985","Medium variant","4943.002"
"Melanesia","1980","Medium variant","4337.936"
"Melanesia","1975","Medium variant","3807.405"
"Melanesia","1970","Medium variant","3306.036"
"Melanesia","1965","Medium variant","2927.482"
"Melanesia","1960","Medium variant","2620.088"
"Melanesia","1955","Medium variant","2381.284"
"Melanesia","1950","Medium variant","2199.497"
"Mexico","2100","Constant-fertility scenario","234813.723"
"Mexico","2100","High variant","216033.188"
"Mexico","2100","Low variant","69643.921"
"Mexico","2100","Medium variant","127081.45"
"Mexico","2095","Constant-fertility scenario","227192.21"
"Mexico","2095","High variant","210047.335"
"Mexico","2095","Low variant","75463.851"
"Mexico","2095","Medium variant","129420.555"
"Mexico","2090","Constant-fertility scenario","219892.53"
"Mexico","2090","High variant","204440.92"
"Mexico","2090","Low variant","81558.666"
"Mexico","2090","Medium variant","131834.955"
"Mexico","2085","Constant-fertility scenario","212876.939"
"Mexico","2085","High variant","199144.196"
"Mexico","2085","Low variant","87731.147"
"Mexico","2085","Medium variant","134205.561"
"Mexico","2080","Constant-fertility scenario","206092.862"
"Mexico","2080","High variant","194069.728"
"Mexico","2080","Low variant","93806.116"
"Mexico","2080","Medium variant","136420.918"
"Mexico","2075","Constant-fertility scenario","199506.872"
"Mexico","2075","High variant","189165.194"
"Mexico","2075","Low variant","99655.447"
"Mexico","2075","Medium variant","138407"
"Mexico","2070","Constant-fertility scenario","193171.931"
"Mexico","2070","High variant","184473.93"
"Mexico","2070","Low variant","105246.011"
"Mexico","2070","Medium variant","140174.856"
"Mexico","2065","Constant-fertility scenario","187047.367"
"Mexico","2065","High variant","179952.694"
"Mexico","2065","Low variant","110464.341"
"Mexico","2065","Medium variant","141645.019"
"Mexico","2060","Constant-fertility scenario","181108.845"
"Mexico","2060","High variant","175558.439"
"Mexico","2060","Low variant","115254.196"
"Mexico","2060","Medium variant","142774.662"
"Mexico","2055","Constant-fertility scenario","175315.858"
"Mexico","2055","High variant","171195.135"
"Mexico","2055","Low variant","119585.262"
"Mexico","2055","Medium variant","143524.538"
"Mexico","2050","Constant-fertility scenario","169675.985"
"Mexico","2050","High variant","166824.975"
"Mexico","2050","Low variant","123493.736"
"Mexico","2050","Medium variant","143924.837"
"Mexico","2045","Constant-fertility scenario","163433.785"
"Mexico","2045","High variant","161659.192"
"Mexico","2045","Low variant","126145.241"
"Mexico","2045","Medium variant","143177.711"
"Mexico","2040","Constant-fertility scenario","156901.888"
"Mexico","2040","High variant","156041.753"
"Mexico","2040","Low variant","127699.853"
"Mexico","2040","Medium variant","141523.297"
"Mexico","2035","Constant-fertility scenario","150104.694"
"Mexico","2035","High variant","150027.515"
"Mexico","2035","Low variant","128055.602"
"Mexico","2035","Medium variant","138922.843"
"Mexico","2030","Constant-fertility scenario","143069.166"
"Mexico","2030","High variant","143600.356"
"Mexico","2030","Low variant","127238.161"
"Mexico","2030","Medium variant","135398.031"
"Mexico","2025","Constant-fertility scenario","135819.669"
"Mexico","2025","High variant","136652.786"
"Mexico","2025","Low variant","125416.952"
"Mexico","2025","Medium variant","131034.868"
"Mexico","2020","Constant-fertility scenario","128421.277"
"Mexico","2020","High variant","129071.536"
"Mexico","2020","Low variant","122784.121"
"Mexico","2020","Medium variant","125927.829"
"Mexico","2015","Constant-fertility scenario","120919.4"
"Mexico","2015","High variant","121250.212"
"Mexico","2015","Low variant","118865.082"
"Mexico","2015","Medium variant","120057.647"
"Mexico","2010","Constant-fertility scenario","113423.047"
"Mexico","2010","High variant","113423.047"
"Mexico","2010","Low variant","113423.047"
"Mexico","2010","Medium variant","113423.047"
"Mexico","2005","Medium variant","106483.757"
"Mexico","2000","Medium variant","99959.594"
"Mexico","1995","Medium variant","92272.749"
"Mexico","1990","Medium variant","84306.602"
"Mexico","1985","Medium variant","76175.154"
"Mexico","1980","Medium variant","68776.411"
"Mexico","1975","Medium variant","60224.601"
"Mexico","1970","Medium variant","51868.335"
"Mexico","1965","Medium variant","44898.43"
"Mexico","1960","Medium variant","38418.829"
"Mexico","1955","Medium variant","32481.214"
"Mexico","1950","Medium variant","27865.814"
"Micronesia","2100","Constant-fertility scenario","1781.361"
"Micronesia","2100","High variant","1188.258"
"Micronesia","2100","Low variant","450.522"
"Micronesia","2100","Medium variant","754.746"
"Micronesia","2095","Constant-fertility scenario","1641.947"
"Micronesia","2095","High variant","1151.925"
"Micronesia","2095","Low variant","475.392"
"Micronesia","2095","Medium variant","759.404"
"Micronesia","2090","Constant-fertility scenario","1516.782"
"Micronesia","2090","High variant","1115.982"
"Micronesia","2090","Low variant","500.905"
"Micronesia","2090","Medium variant","763.52"
"Micronesia","2085","Constant-fertility scenario","1404.724"
"Micronesia","2085","High variant","1080.497"
"Micronesia","2085","Low variant","526.236"
"Micronesia","2085","Medium variant","766.816"
"Micronesia","2080","Constant-fertility scenario","1304.512"
"Micronesia","2080","High variant","1045.534"
"Micronesia","2080","Low variant","550.36"
"Micronesia","2080","Medium variant","768.808"
"Micronesia","2075","Constant-fertility scenario","1214.498"
"Micronesia","2075","High variant","1010.812"
"Micronesia","2075","Low variant","572.084"
"Micronesia","2075","Medium variant","768.669"
"Micronesia","2070","Constant-fertility scenario","1132.964"
"Micronesia","2070","High variant","975.912"
"Micronesia","2070","Low variant","590.527"
"Micronesia","2070","Medium variant","765.738"
"Micronesia","2065","Constant-fertility scenario","1058.375"
"Micronesia","2065","High variant","940.342"
"Micronesia","2065","Low variant","605.289"
"Micronesia","2065","Medium variant","759.672"
"Micronesia","2060","Constant-fertility scenario","989.935"
"Micronesia","2060","High variant","903.982"
"Micronesia","2060","Low variant","616.72"
"Micronesia","2060","Medium variant","750.789"
"Micronesia","2055","Constant-fertility scenario","927.292"
"Micronesia","2055","High variant","866.935"
"Micronesia","2055","Low variant","625.164"
"Micronesia","2055","Medium variant","739.517"
"Micronesia","2050","Constant-fertility scenario","870.22"
"Micronesia","2050","High variant","829.42"
"Micronesia","2050","Low variant","630.316"
"Micronesia","2050","Medium variant","725.87"
"Micronesia","2045","Constant-fertility scenario","824.79"
"Micronesia","2045","High variant","798.688"
"Micronesia","2045","Low variant","638.166"
"Micronesia","2045","Medium variant","716.38"
"Micronesia","2040","Constant-fertility scenario","782.14"
"Micronesia","2040","High variant","767.26"
"Micronesia","2040","Low variant","640.041"
"Micronesia","2040","Medium variant","702.842"
"Micronesia","2035","Constant-fertility scenario","740.777"
"Micronesia","2035","High variant","734.262"
"Micronesia","2035","Low variant","635.337"
"Micronesia","2035","Medium variant","684.59"
"Micronesia","2030","Constant-fertility scenario","699.175"
"Micronesia","2030","High variant","698.226"
"Micronesia","2030","Low variant","624.453"
"Micronesia","2030","Medium variant","661.319"
"Micronesia","2025","Constant-fertility scenario","656.778"
"Micronesia","2025","High variant","658.732"
"Micronesia","2025","Low variant","608.611"
"Micronesia","2025","Medium variant","633.678"
"Micronesia","2020","Constant-fertility scenario","614.163"
"Micronesia","2020","High variant","616.114"
"Micronesia","2020","Low variant","588.742"
"Micronesia","2020","Medium variant","602.435"
"Micronesia","2015","Constant-fertility scenario","573.589"
"Micronesia","2015","High variant","574.602"
"Micronesia","2015","Low variant","564.506"
"Micronesia","2015","Medium variant","569.556"
"Micronesia","2010","Constant-fertility scenario","536.188"
"Micronesia","2010","High variant","536.188"
"Micronesia","2010","Low variant","536.188"
"Micronesia","2010","Medium variant","536.188"
"Micronesia","2005","Medium variant","519.41"
"Micronesia","2000","Medium variant","496.05"
"Micronesia","1995","Medium variant","465.789"
"Micronesia","1990","Medium variant","417.575"
"Micronesia","1985","Medium variant","358.306"
"Micronesia","1980","Medium variant","301.587"
"Micronesia","1975","Medium variant","267.174"
"Micronesia","1970","Medium variant","242.355"
"Micronesia","1965","Medium variant","211.001"
"Micronesia","1960","Medium variant","183.749"
"Micronesia","1955","Medium variant","163.679"
"Micronesia","1950","Medium variant","148.143"
"Micronesia (Fed. States of)","2100","Constant-fertility scenario","483.232"
"Micronesia (Fed. States of)","2100","High variant","246.719"
"Micronesia (Fed. States of)","2100","Low variant","99.379"
"Micronesia (Fed. States of)","2100","Medium variant","161.39"
"Micronesia (Fed. States of)","2095","Constant-fertility scenario","439.652"
"Micronesia (Fed. States of)","2095","High variant","239.148"
"Micronesia (Fed. States of)","2095","Low variant","103.655"
"Micronesia (Fed. States of)","2095","Medium variant","161.613"
"Micronesia (Fed. States of)","2090","Constant-fertility scenario","399.703"
"Micronesia (Fed. States of)","2090","High variant","231.172"
"Micronesia (Fed. States of)","2090","Low variant","107.84"
"Micronesia (Fed. States of)","2090","Medium variant","161.431"
"Micronesia (Fed. States of)","2085","Constant-fertility scenario","363.423"
"Micronesia (Fed. States of)","2085","High variant","223.075"
"Micronesia (Fed. States of)","2085","Low variant","111.905"
"Micronesia (Fed. States of)","2085","Medium variant","160.978"
"Micronesia (Fed. States of)","2080","Constant-fertility scenario","330.779"
"Micronesia (Fed. States of)","2080","High variant","215.109"
"Micronesia (Fed. States of)","2080","Low variant","115.701"
"Micronesia (Fed. States of)","2080","Medium variant","160.275"
"Micronesia (Fed. States of)","2075","Constant-fertility scenario","301.415"
"Micronesia (Fed. States of)","2075","High variant","207.204"
"Micronesia (Fed. States of)","2075","Low variant","118.915"
"Micronesia (Fed. States of)","2075","Medium variant","159.084"
"Micronesia (Fed. States of)","2070","Constant-fertility scenario","274.658"
"Micronesia (Fed. States of)","2070","High variant","198.975"
"Micronesia (Fed. States of)","2070","Low variant","121.186"
"Micronesia (Fed. States of)","2070","Medium variant","157.031"
"Micronesia (Fed. States of)","2065","Constant-fertility scenario","249.784"
"Micronesia (Fed. States of)","2065","High variant","189.954"
"Micronesia (Fed. States of)","2065","Low variant","122.249"
"Micronesia (Fed. States of)","2065","Medium variant","153.797"
"Micronesia (Fed. States of)","2060","Constant-fertility scenario","226.442"
"Micronesia (Fed. States of)","2060","High variant","180.011"
"Micronesia (Fed. States of)","2060","Low variant","122.135"
"Micronesia (Fed. States of)","2060","Medium variant","149.401"
"Micronesia (Fed. States of)","2055","Constant-fertility scenario","204.843"
"Micronesia (Fed. States of)","2055","High variant","169.534"
"Micronesia (Fed. States of)","2055","Low variant","121.156"
"Micronesia (Fed. States of)","2055","Medium variant","144.238"
"Micronesia (Fed. States of)","2050","Constant-fertility scenario","185.474"
"Micronesia (Fed. States of)","2050","High variant","159.184"
"Micronesia (Fed. States of)","2050","Low variant","119.585"
"Micronesia (Fed. States of)","2050","Medium variant","138.757"
"Micronesia (Fed. States of)","2045","Constant-fertility scenario","172.759"
"Micronesia (Fed. States of)","2045","High variant","153.736"
"Micronesia (Fed. States of)","2045","Low variant","121.829"
"Micronesia (Fed. States of)","2045","Medium variant","137.506"
"Micronesia (Fed. States of)","2040","Constant-fertility scenario","161.509"
"Micronesia (Fed. States of)","2040","High variant","148.362"
"Micronesia (Fed. States of)","2040","Low variant","122.914"
"Micronesia (Fed. States of)","2040","Medium variant","135.553"
"Micronesia (Fed. States of)","2035","Constant-fertility scenario","151.265"
"Micronesia (Fed. States of)","2035","High variant","142.698"
"Micronesia (Fed. States of)","2035","Low variant","122.72"
"Micronesia (Fed. States of)","2035","Medium variant","132.696"
"Micronesia (Fed. States of)","2030","Constant-fertility scenario","141.423"
"Micronesia (Fed. States of)","2030","High variant","136.243"
"Micronesia (Fed. States of)","2030","Low variant","121.29"
"Micronesia (Fed. States of)","2030","Medium variant","128.767"
"Micronesia (Fed. States of)","2025","Constant-fertility scenario","131.782"
"Micronesia (Fed. States of)","2025","High variant","129.008"
"Micronesia (Fed. States of)","2025","Low variant","118.913"
"Micronesia (Fed. States of)","2025","Medium variant","123.963"
"Micronesia (Fed. States of)","2020","Constant-fertility scenario","122.623"
"Micronesia (Fed. States of)","2020","High variant","121.349"
"Micronesia (Fed. States of)","2020","Low variant","115.895"
"Micronesia (Fed. States of)","2020","Medium variant","118.626"
"Micronesia (Fed. States of)","2015","Constant-fertility scenario","115.531"
"Micronesia (Fed. States of)","2015","High variant","115.15"
"Micronesia (Fed. States of)","2015","Low variant","113.16"
"Micronesia (Fed. States of)","2015","Medium variant","114.157"
"Micronesia (Fed. States of)","2010","Constant-fertility scenario","111.064"
"Micronesia (Fed. States of)","2010","High variant","111.064"
"Micronesia (Fed. States of)","2010","Low variant","111.064"
"Micronesia (Fed. States of)","2010","Medium variant","111.064"
"Micronesia (Fed. States of)","2005","Medium variant","109.419"
"Micronesia (Fed. States of)","2000","Medium variant","107.103"
"Micronesia (Fed. States of)","1995","Medium variant","107.233"
